icon,text,relevance,language,author,reviewer,valid,human_authored,human_reviewed,prompt_id,gpt_run_id,execution_id,gpt_model,when_authored,when_reviewed,count
duel,communication,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,connection,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,conversation,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,human figures,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,interaction,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,two people,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,alignment,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,balance,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,dialogue,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,discussion,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,gesture,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,meeting,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,mirroring,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,relationship,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,silhouette,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,symmetry,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,unity,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,abstract,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,black and white art,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,confrontation,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,dynamic,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,opposition,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
duel,stand-off,low,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_oELYsfDSxNNkjHewl1EF7JYO,0,gpt-4o-2024-08-06,2024-08-18T21:02:17.973032,,1
