icon,text,relevance,language,author,reviewer,valid,human_authored,human_reviewed,prompt_id,gpt_run_id,execution_id,gpt_model,when_authored,when_reviewed,count
focused-lightning,bolt,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,charge,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,current,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,danger,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,electricity,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,energy,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,flash,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,focus,high,en,acbart@vt.edu,,,False,False,starter-v2-128,batch_req_dd2eRPH9vrMDzwrJMaEQok63,0,gpt-4o-2024-08-06,2024-08-18T22:29:19.982387,,1
focused-lightning,lightning,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,power,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,sharp,high,en,acbart@vt.edu,,,False,False,starter-v2-128,batch_req_dd2eRPH9vrMDzwrJMaEQok63,0,gpt-4o-2024-08-06,2024-08-18T22:29:19.982387,,1
focused-lightning,strike,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,voltage,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,warning,high,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,alert,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
focused-lightning,direction,medium,en,acbart@vt.edu,,,False,False,starter-v2-128,batch_req_dd2eRPH9vrMDzwrJMaEQok63,0,gpt-4o-2024-08-06,2024-08-18T22:29:19.982387,,1
focused-lightning,dynamic,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,force,medium,en,acbart@vt.edu,,,False,False,starter-v2-128,batch_req_dd2eRPH9vrMDzwrJMaEQok63,0,gpt-4o-2024-08-06,2024-08-18T22:29:19.982387,,1
focused-lightning,impact,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,2
focused-lightning,instantaneous,medium,en,acbart@vt.edu,,,False,False,starter-v1-128,batch_req_xhzqlUlcXBBtecmiNJ4IN7wT,0,gpt-4o-2024-08-06,2024-08-18T21:02:15.797270,,1
